"id","idCoin","openTime","open","high","low","close","volume","closeTime","quoteAssetVolume","numberOfTrader","takerBuyBaseAssetVolume","takerBuyQuoteAssetVolume","ignore","created_at","updated_at"
"2851031","410","1668027600000","16237.7900000000","16262.3100000000","15671.0000000000","15751.1300000000","38881.7565420000","1668031199999","621637700.1352251900","666067","18505.9532960000","296002510.6021836000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851032","410","1668031200000","15747.6900000000","16095.0000000000","15591.0000000000","15874.6600000000","21102.8290300000","1668034799999","334520518.1435582100","429278","10652.6423500000","168923012.8665806000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851033","410","1668034800000","15875.1700000000","16000.0000000000","15588.0000000000","15922.8100000000","28805.2554900000","1668038399999","453891200.3441696000","538024","13841.6377500000","218161640.3387633000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851034","410","1668038400000","15922.6800000000","16342.6400000000","15754.2600000000","16272.4600000000","39237.2787900000","1668041999999","630723582.7554854000","636979","19890.2633000000","319744519.1472697000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851035","410","1668042000000","16270.0000000000","16445.4600000000","16080.0000000000","16140.2900000000","25975.6301000000","1668045599999","421786243.2180279000","518434","12503.1288500000","203008478.5794125000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851036","410","1668045600000","16140.2900000000","16263.1500000000","16044.6700000000","16211.6100000000","19652.6788400000","1668049199999","317424309.1558151000","450946","9701.0389400000","156692628.4467609000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851037","410","1668049200000","16210.2300000000","16574.9200000000","16184.1000000000","16369.5900000000","30551.4003200000","1668052799999","500871834.7822306000","630560","15258.9098000000","250168782.4567321000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851038","410","1668052800000","16370.6400000000","16506.9800000000","16204.3600000000","16499.6800000000","21517.0977900000","1668056399999","351786044.8697094000","479103","9492.5825300000","155182863.1245440000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851039","410","1668056400000","16498.2600000000","16785.0000000000","16493.0600000000","16726.5900000000","22000.3215100000","1668059999999","366592971.1780952000","443871","10335.6674900000","172220614.2667247000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851040","410","1668060000000","16726.5800000000","16907.1400000000","16618.8700000000","16706.3000000000","19742.2354400000","1668063599999","330415432.3014430000","451522","9369.8343700000","156860313.0351852000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851041","410","1668063600000","16705.0200000000","16920.0000000000","16637.3700000000","16752.1000000000","22770.4650900000","1668067199999","381651789.8732171000","533754","11268.9414000000","188890812.4182535000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851042","410","1668067200000","16752.3600000000","16959.9900000000","16475.0200000000","16844.4900000000","28937.1265800000","1668070799999","483470933.2574471000","588152","14579.0710700000","243620692.1569040000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851043","410","1668070800000","16846.0000000000","16855.6700000000","16646.4900000000","16694.1400000000","17512.3058800000","1668074399999","293193277.3347016000","387772","8516.9704600000","142595609.9016740000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851044","410","1668074400000","16694.1400000000","16744.6000000000","16340.0000000000","16403.7400000000","22802.7065600000","1668077999999","376856808.2247417000","509183","11438.9472200000","189041644.9495264000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851045","410","1668078000000","16403.7400000000","16544.1900000000","16258.7400000000","16397.5700000000","24149.7840600000","1668081599999","396570464.5115638000","509243","12221.7503800000","200714907.4548769000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851046","410","1668081600000","16399.0300000000","16897.4700000000","16386.6600000000","16672.0300000000","33675.7931200000","1668085199999","559840109.5446377000","673705","17261.2749300000","287000612.9575871000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851047","410","1668085200000","16675.4700000000","17800.0000000000","16548.1400000000","17650.9300000000","55935.8548300000","1668088799999","966059183.8801263000","888846","28612.2763600000","494363248.1912030000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851048","410","1668088800000","17653.2400000000","17749.0000000000","17390.4500000000","17636.3900000000","34780.1177600000","1668092399999","609989581.7527000000","696426","17702.3291200000","310489943.0597175000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851049","410","1668092400000","17636.3900000000","17960.0400000000","17383.6200000000","17554.0600000000","32435.0044400000","1668095999999","572555055.8368371000","652337","16227.3419000000","286497051.0124868000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851050","410","1668096000000","17556.1200000000","17989.0000000000","17448.3600000000","17786.5300000000","29507.4105600000","1668099599999","524279169.2695330000","662355","15039.4847900000","267230076.4726942000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851051","410","1668099600000","17788.1400000000","17840.0000000000","17120.9400000000","17197.2300000000","28095.4935900000","1668103199999","490630617.1475678000","627371","13211.0921500000","230756871.0856844000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851052","410","1668103200000","17197.2300000000","17480.4700000000","17180.0000000000","17360.8100000000","19050.1547100000","1668106799999","330271847.3946315000","478632","9687.0503100000","167956879.0085397000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851053","410","1668106800000","17362.9300000000","17500.0000000000","17226.4200000000","17455.6200000000","14287.1702700000","1668110399999","248284929.2605455000","429471","7096.4698700000","123338174.6736924000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851054","410","1668110400000","17456.9800000000","18199.0000000000","17374.8100000000","18108.4800000000","23001.9404000000","1668113999999","407419473.6102744000","474603","11974.2035800000","212188788.4085232000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851055","410","1668114000000","18105.1600000000","18166.6500000000","17766.9100000000","17858.6700000000","19586.3713600000","1668117599999","351614160.3725990000","472229","10047.6841700000","180393547.9533412000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851056","410","1668117600000","17856.1700000000","17892.7400000000","17677.5300000000","17823.2700000000","9322.5019100000","1668121199999","165831671.8691078000","233566","4769.2247000000","84836598.5167442000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851057","410","1668121200000","17825.0700000000","17856.7200000000","17478.0000000000","17601.1500000000","13921.5204100000","1668124799999","245175052.4793168000","290827","6693.3098800000","117869914.0783608000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851058","410","1668124800000","17602.4500000000","17660.0000000000","17404.8700000000","17553.8100000000","14572.8848500000","1668128399999","255628982.8039990000","367652","7298.1067900000","128024127.7002957000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851059","410","1668128400000","17553.8100000000","17695.0000000000","17202.3800000000","17269.2100000000","19175.5224400000","1668131999999","334952118.7008910000","449281","9543.5009800000","166732037.2502032000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851060","410","1668132000000","17269.2100000000","17362.0100000000","17013.7600000000","17204.2700000000","21278.3131300000","1668135599999","365600945.6673676000","507635","10577.4187900000","181763822.2605859000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851061","410","1668135600000","17203.1100000000","17216.2100000000","16888.7600000000","17064.1200000000","19692.1375300000","1668139199999","335381678.5483291000","514140","9953.2973000000","169527190.2062284000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851062","410","1668139200000","17064.1200000000","17184.3900000000","17002.9700000000","17084.4100000000","14210.9262900000","1668142799999","242780429.8031547000","371739","7170.9724700000","122518295.8130238000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851063","410","1668142800000","17083.1800000000","17398.0000000000","17055.8200000000","17357.6200000000","17212.6238900000","1668146399999","296703870.0761760000","431957","9090.3834700000","156689409.1474100000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851064","410","1668146400000","17359.4500000000","17430.3300000000","17162.9900000000","17268.7700000000","13095.7624900000","1668149999999","226445345.3832177000","385741","6788.2351600000","117385653.7530597000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851065","410","1668150000000","17268.7700000000","17483.9000000000","17153.8400000000","17404.0800000000","16902.8054600000","1668153599999","293792551.8064197000","429751","8459.2472200000","147036651.7885522000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851066","410","1668153600000","17404.0900000000","17537.0000000000","17271.2100000000","17397.5600000000","16067.5594500000","1668157199999","279529322.0116012000","385304","8037.1577100000","139855475.6520692000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851067","410","1668157200000","17398.8500000000","17438.2600000000","17307.6400000000","17392.1400000000","10655.4786400000","1668160799999","185102498.3401282000","286658","5206.7215700000","90454999.4386110000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851068","410","1668160800000","17392.1400000000","17422.5500000000","17209.2000000000","17336.6400000000","10997.0085500000","1668164399999","190508025.0112636000","312138","5512.5695300000","95510834.1856721000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851069","410","1668164400000","17334.4100000000","17467.6000000000","17294.0100000000","17350.7000000000","11024.8398500000","1668167999999","191469195.5229292000","320513","5644.0628800000","98030187.4235018000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851070","410","1668168000000","17349.4500000000","17414.5200000000","17258.2300000000","17400.3300000000","10305.3432200000","1668171599999","178612907.2695561000","292700","5333.6434300000","92451572.7585730000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851071","410","1668171600000","17399.1700000000","17544.9000000000","17292.3800000000","17303.8200000000","15804.4928900000","1668175199999","275387622.2365684000","410324","7897.7259600000","137645152.4771188000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851072","410","1668175200000","17303.3900000000","17328.0000000000","16361.6000000000","16916.0200000000","55155.7881400000","1668178799999","927509502.5304735000","1047877","27045.3776700000","454807227.2683633000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851073","410","1668178800000","16916.0200000000","17050.0000000000","16673.0600000000","16871.2700000000","27760.2122400000","1668182399999","468999050.8597924000","663710","13575.4993000000","229362858.1506097000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851074","410","1668182400000","16871.2700000000","16934.5000000000","16543.9500000000","16836.2800000000","19067.0015100000","1668185999999","319564773.6649064000","509627","9386.5119100000","157343407.5343421000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851075","410","1668186000000","16836.2800000000","16963.7100000000","16750.1000000000","16909.3100000000","14008.4905100000","1668189599999","236096860.8126274000","385618","7186.9502300000","121133975.3167663000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851076","410","1668189600000","16909.3100000000","17045.0900000000","16802.0700000000","16837.1100000000","12998.7222900000","1668193199999","220187968.5887183000","348493","6471.1439200000","109632111.4255141000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851077","410","1668193200000","16838.5600000000","16893.4200000000","16672.2900000000","16849.1700000000","11057.2805900000","1668196799999","185687592.9115930000","319769","5486.4054900000","92141786.3887318000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851078","410","1668196800000","16849.1700000000","16868.1700000000","16555.7700000000","16626.6400000000","12549.9375700000","1668200399999","209610261.6518418000","345242","6265.1047800000","104635671.9466957000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851079","410","1668200400000","16626.6400000000","16900.0000000000","16614.2100000000","16803.1500000000","10738.9173500000","1668203999999","180204183.7960616000","275040","5524.2018300000","92699162.5526169000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851080","410","1668204000000","16804.0700000000","16989.1000000000","16790.0000000000","16920.9500000000","7835.3845800000","1668207599999","132327918.8395828000","213193","4103.9853600000","69306722.2250175000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851081","410","1668207600000","16922.9600000000","17148.9600000000","16834.3700000000","17070.3100000000","11385.4314600000","1668211199999","193190216.0006070000","325971","5856.4724100000","99404179.8982442000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851082","410","1668211200000","17069.9800000000","17119.1000000000","16857.8600000000","16901.2900000000","11784.4193200000","1668214799999","199946031.8683082000","334218","5799.6281000000","98396675.6814100000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851083","410","1668214800000","16901.2900000000","16932.8400000000","16801.1700000000","16894.4300000000","7048.7920800000","1668218399999","118950882.9167190000","225996","3638.5662700000","61402468.4679354000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851084","410","1668218400000","16893.4300000000","17001.9800000000","16857.1300000000","16890.4900000000","6401.5461500000","1668221999999","108435443.5934735000","194981","3130.6720400000","53036039.4626356000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851085","410","1668222000000","16889.0200000000","16932.8800000000","16774.0000000000","16907.4400000000","8584.9458500000","1668225599999","144810794.5862545000","242342","4262.0547700000","71894969.3293361000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851086","410","1668225600000","16907.5800000000","16938.2000000000","16739.2900000000","16766.7200000000","10586.2580400000","1668229199999","178197899.1872216000","285043","5278.4830100000","88855609.9457528000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851087","410","1668229200000","16766.7200000000","16787.5600000000","16631.3900000000","16703.6200000000","12799.0370500000","1668232799999","213936520.4066969000","358996","6116.4485200000","102239654.3710090000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851088","410","1668232800000","16701.8600000000","16818.7100000000","16676.7200000000","16760.3000000000","8919.8569900000","1668236399999","149464045.9455051000","266377","4579.5546600000","76741310.8468191000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851089","410","1668236400000","16760.6700000000","16872.8600000000","16753.7300000000","16822.0200000000","8714.3087100000","1668239999999","146508851.5899933000","254076","4385.1745000000","73731057.3598389000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851090","410","1668240000000","16822.0200000000","16905.8500000000","16727.1300000000","16842.4600000000","8782.8410900000","1668243599999","147680511.9182320000","250976","4257.2790500000","71593039.4161589000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851091","410","1668243600000","16841.3500000000","16905.2200000000","16800.0000000000","16863.9800000000","7237.9686700000","1668247199999","121996596.0629598000","215322","3576.7878200000","60290721.7858406000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851092","410","1668247200000","16864.4600000000","16977.4500000000","16807.1300000000","16843.8800000000","9386.8167800000","1668250799999","158460399.3946759000","271096","4580.2548200000","77328317.4798358000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851093","410","1668250800000","16842.6600000000","16887.5100000000","16790.3000000000","16866.9200000000","5794.8230200000","1668254399999","97606196.9738495000","186997","2821.9173000000","47534966.6891547000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851094","410","1668254400000","16866.4600000000","16918.2900000000","16809.8300000000","16862.9900000000","6102.6311200000","1668257999999","102915975.5695779000","197194","3043.1863200000","51323359.1536428000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851095","410","1668258000000","16863.4600000000","16869.0000000000","16757.0000000000","16840.7900000000","6108.3753300000","1668261599999","102749511.7671482000","194250","3001.7125500000","50493691.2843813000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851096","410","1668261600000","16839.7500000000","16964.9000000000","16799.2800000000","16900.0100000000","8337.6955200000","1668265199999","140697920.9402287000","240558","4340.1375200000","73244124.4664096000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851097","410","1668265200000","16901.3300000000","16996.3500000000","16873.8400000000","16935.7400000000","7285.3591800000","1668268799999","123452582.0251391000","227275","3654.8728500000","61935455.1208361000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851098","410","1668268800000","16935.7400000000","16964.3700000000","16870.0100000000","16888.6800000000","5447.2996700000","1668272399999","92106000.2185567000","171295","2716.4678500000","45934016.4885731000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851099","410","1668272400000","16889.5700000000","16910.8300000000","16857.4700000000","16891.6900000000","4726.0097800000","1668275999999","79805728.5141938000","156306","2333.3632600000","39404120.5661308000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851100","410","1668276000000","16891.6900000000","16899.9900000000","16830.0000000000","16871.4900000000","4717.6627600000","1668279599999","79527301.3956065000","145537","2327.3053400000","39234604.3902573000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851101","410","1668279600000","16871.4900000000","16902.0300000000","16846.8200000000","16891.3200000000","3322.1875400000","1668283199999","56067291.2322761000","112552","1666.7464000000","28131596.5246288000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851102","410","1668283200000","16892.4100000000","16897.6800000000","16791.7100000000","16820.3200000000","3734.9142900000","1668286799999","62918345.5003901000","123614","1759.9000400000","29648741.4047146000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851103","410","1668286800000","16820.9800000000","16862.5000000000","16767.7300000000","16819.6400000000","4589.1327400000","1668290399999","77181659.4981349000","138758","2340.3254500000","39360140.0641593000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851104","410","1668290400000","16818.7300000000","16858.0400000000","16791.0000000000","16835.6300000000","2685.8749700000","1668293999999","45198758.9619088000","103945","1418.5073500000","23872300.0467419000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851105","410","1668294000000","16835.6300000000","16840.1500000000","16760.0000000000","16812.0800000000","4721.2037000000","1668297599999","79315310.9393292000","149133","2238.5771400000","37609147.5773915000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
"2851106","410","1668297600000","16813.1600000000","16886.0000000000","16774.0700000000","16842.6000000000","5163.9005600000","1668301199999","86928937.2708873000","178521","2624.5446400000","44183623.9702053000","0.0000000000","2023-05-07 14:23:22","2023-05-07 14:23:22"
